genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
FAM102B,1.2494547890375e-75,0.135229852507366,0.17,0.085,4.81952195775433e-71
GON4L,1.29412768540648e-75,0.257058742790108,0.345,0.246,4.99183872091843e-71
MAN2C1,1.50539178130549e-75,0.180140463471829,0.224,0.129,5.80674771802965e-71
ELOVL5,1.55913818389408e-75,0.211088751779949,0.376,0.274,6.01406371673464e-71
E2F4,2.33830029387291e-75,0.168032218624801,0.288,0.186,9.01952572355596e-71
YAE1D1,2.5064228248091e-75,0.0386079350495839,0.107,0.04,9.66802476213616e-71
POLR2I,2.62854806206564e-75,0.178509841556625,0.59,0.505,1.01390984398058e-70
GFPT2,2.75782104790531e-75,-0.174173871,0.122,0.252,1.06377431280852e-70
HMCES,2.89620944807368e-75,0.132624091583549,0.162,0.079,1.11715487040546e-70
GLRX,3.06152344725386e-75,0.263211941829286,0.499,0.409,1.18092143930923e-70
HLX,3.2062367246398e-75,0.109228846829584,0.111,0.044,1.23674169179531e-70
UHMK1,3.35846924580509e-75,0.184792239924969,0.258,0.16,1.2954623421844e-70
ECPAS,4.44917221700913e-75,0.221086545995328,0.301,0.202,1.71617919926693e-70
HNRNPH1,4.50976745876805e-75,0.0445650404600277,0.658,0.559,1.7395526018706e-70
ST6GALNAC6,4.58785538993335e-75,-0.033400226,0.083,0.206,1.76967345955899e-70
TNFRSF19,4.98309174200154e-75,-0.157035584,0.154,0.295,1.92212797764226e-70
GNG2,5.33325174310888e-75,-0.154127911,0.077,0.189,2.05719519486939e-70
UBE2A,5.38543938246092e-75,0.205579574094174,0.513,0.432,2.07732553299665e-70
CNTN4,5.89643079067409e-75,-0.120671703,0.03,0.12,2.27443024888672e-70
SNRPA1,5.93891687351188e-75,0.180373094215749,0.384,0.285,2.29081840561974e-70
GTF2H5,7.01274427821048e-75,-0.50801071,0.516,0.63,2.70502585043413e-70
N4BP2L1,7.65177550474394e-75,0.128058932472777,0.113,0.045,2.95151936544488e-70
KIAA0100,7.68602267677898e-75,0.181946946945479,0.286,0.186,2.96472952711395e-70
RUNX1,7.81352224135095e-75,-0.3900967,0.47,0.585,3.0139099341563e-70
PREPL,8.08224469276789e-75,0.18754264755072,0.246,0.15,3.11756424534136e-70
PCNP,1.14390506586025e-74,0.177860060533235,0.527,0.436,4.41238501054274e-70
ARF1,1.16910137018475e-74,0.192949785718757,0.823,0.703,4.50957471521365e-70
ATF6B,1.33663730733514e-74,0.230640374036299,0.287,0.19,5.15581108558384e-70
SNRPF,1.5504112152192e-74,0.150091884088415,0.673,0.591,5.98040118046501e-70
SAR1A,2.02499681365242e-74,-0.439038779,0.548,0.64,7.81102020930147e-70
MTG1,2.06462982762374e-74,-0.083457556,0.101,0.224,7.96389663409304e-70
FMOD,2.16907670058485e-74,-0.343377301,0.409,0.562,8.36677955716592e-70
HINT2,2.43251478454522e-74,0.17606164786119,0.38,0.277,9.38293927842627e-70
FEM1B,2.67057879677798e-74,0.208062406272459,0.321,0.221,1.03012235928117e-69
MGMT,2.90272788135573e-74,0.229991586994806,0.496,0.411,1.11966922567534e-69
HSPA1B,3.07284062498277e-74,-0.554131775,0.535,0.627,1.1852868142746e-69
MLLT11,3.12765912680124e-74,-0.141268583,0.087,0.2,1.20643195498104e-69
POLK,3.4938481158836e-74,0.204889620312346,0.288,0.188,1.34768203373978e-69
C1orf198,3.95501564123273e-74,0.218006704262206,0.393,0.289,1.5255681832927e-69
CPT1A,4.66260591087532e-74,0.137805947746417,0.185,0.098,1.79850697800194e-69
GRIN2D,5.79096237203581e-74,-0.138797593,0.061,0.164,2.23374791576537e-69
MTCH2,6.79089653535105e-74,0.200873431837757,0.418,0.328,2.61945252058096e-69
LINC01929,8.16228830141136e-74,-0.173881562,0.038,0.129,3.14843946650341e-69
INTS1,8.82737366299435e-74,0.20229648713587,0.28,0.182,3.40498284302681e-69
ITPA,8.8305862385655e-74,0.233123219857981,0.48,0.399,3.40622202980187e-69
ZBTB38,9.70052223545512e-74,0.231904668726441,0.491,0.398,3.7417824418821e-69
ARFGAP1,9.86629484403715e-74,-0.240518769,0.237,0.383,3.80572591019045e-69
TXNRD2,1.11503936620257e-73,0.115369777842367,0.15,0.072,4.30104134725318e-69
GEM,1.23088457623874e-73,-0.625143441,0.402,0.535,4.74789107592569e-69
FAM122B,1.42700063106499e-73,0.0990164298335716,0.1,0.038,5.504369534207e-69
ZNF444,1.48977198773491e-73,0.143428008249498,0.185,0.097,5.74649748828987e-69
SLC2A10,1.49316283489754e-73,-0.162107862,0.138,0.267,5.75957700305027e-69
GLMP,1.50226001581739e-73,-0.241145085,0.242,0.387,5.79466755901242e-69
CREBZF,1.73743162275019e-73,0.2123421290357,0.316,0.214,6.7017949984343e-69
RHOD,2.17782047083782e-73,-0.162766936,0.043,0.14,8.40050690216272e-69
GOLGA4,2.21944577193811e-73,-0.413094512,0.541,0.633,8.56106817609685e-69
PURB,2.34502104111513e-73,0.17646241675387,0.306,0.205,9.04544966189338e-69
LINC00511,2.45536662106543e-73,-0.11704968,0.041,0.135,9.47108566743568e-69
LAS1L,3.93823148579787e-73,0.173630192056569,0.185,0.1,1.51909403101681e-68
IER3IP1,4.8175937756532e-73,-0.390518707,0.495,0.585,1.85829044708271e-68
DGKD,4.84435737187944e-73,0.135897144456746,0.12,0.051,1.86861396905506e-68
PPA2,5.24803755081635e-73,0.18210867860268,0.263,0.166,2.02432552447639e-68
SERPINE1,5.41254610284866e-73,0.872962182485997,0.333,0.23,2.08778140825181e-68
SRPK2,6.33472388226084e-73,-0.283040311,0.312,0.456,2.44349304310447e-68
FAM131A,6.43495253595704e-73,0.102888998763745,0.12,0.051,2.48215424169471e-68
NBEAL1,8.17357125335832e-73,0.0605543636169579,0.475,0.36,3.1527916395579e-68
TLNRD1,8.40384015816335e-73,0.139497022549679,0.272,0.171,3.24161326420835e-68
MATN2,8.83678704027009e-73,-0.101319889,0.04,0.135,3.40861386504338e-68
SNX24,8.96813947957905e-73,-0.173009605,0.105,0.223,3.45928044145803e-68
BUD23,1.07312778303405e-72,0.178245932566245,0.403,0.306,4.13937579749723e-68
PTBP1,1.39513579104312e-72,0.229802229792627,0.508,0.429,5.38145728679064e-68
RNF24,1.44929438711667e-72,0.173584157450664,0.341,0.236,5.59036323942515e-68
CLPTM1L,1.55760774613911e-72,0.195288050203338,0.372,0.273,6.00816035918238e-68
SUPT4H1,1.56022978173661e-72,0.227796221330605,0.48,0.393,6.01827433709264e-68
RASA3,1.59676757704953e-72,0.198154974250436,0.271,0.173,6.15921157495315e-68
FEZ2,1.63141991265047e-72,0.216053448658838,0.419,0.327,6.29287602906664e-68
USP53,1.85259807127659e-72,0.186435596848333,0.198,0.109,7.1460265403352e-68
NMD3,2.12696545686504e-72,0.21119450232684,0.352,0.256,8.20434385676552e-68
ECSIT,2.42220266342918e-72,0.202955559873605,0.287,0.189,9.34316233364536e-68
BTN3A2,2.80576873138957e-72,0.202152774106708,0.259,0.162,1.0822691727589e-67
PGK1,2.94462776815525e-72,0.205825836620951,0.697,0.6,1.13583126901053e-67
FOXN2,3.01716858854368e-72,0.130161751576657,0.132,0.059,1.16381243965896e-67
MEIS2,3.14061980493696e-72,-0.366357016,0.226,0.369,1.21143127735833e-67
C1orf53,3.28889028229344e-72,-0.175617289,0.071,0.177,1.26862364858905e-67
TRAK1,3.45950126019953e-72,0.20846411155483,0.279,0.181,1.33443342109677e-67
EMG1,3.75564588782235e-72,0.209007559796748,0.319,0.223,1.44866528830971e-67
RSPO3,4.1394371652062e-72,-0.237098691,0.03,0.117,1.59670509773499e-67
ITM2C,4.31524868954568e-72,0.164916585553134,0.632,0.53,1.66452087701845e-67
PHYHD1,4.99274389052012e-72,0.18132345639544,0.201,0.113,1.92585110089032e-67
LAMB1,5.69706568497822e-72,0.398847847178722,0.624,0.549,2.19752914666665e-67
FBXO7,5.94858544258239e-72,0.226148701509474,0.381,0.286,2.29454786276731e-67
RAB7B,7.22011688988113e-72,-0.145435908,0.087,0.2,2.78501568793385e-67
UTP25,8.32472736111258e-72,0.151293825021691,0.183,0.098,3.21109708500195e-67
NDUFS8,1.04837254681638e-71,0.135269580006375,0.68,0.584,4.04388742483483e-67
FOXO3,1.06898217749113e-71,0.300314593962311,0.404,0.311,4.12338495323652e-67
GNA12,1.15520871344074e-71,0.195800856941798,0.314,0.217,4.45598657035495e-67
CYB561,1.19741261592054e-71,-0.22611645,0.19,0.326,4.61877968339032e-67
COG4,1.21829342627839e-71,0.149978192780971,0.202,0.113,4.69932323318365e-67
TAF6,1.47295299329609e-71,0.182288666971359,0.255,0.16,5.68162158104099e-67
INSIG1,1.47630882793852e-71,-0.193549387,0.135,0.264,5.69456604200725e-67
CELF1,1.53477424344383e-71,0.226356560037466,0.412,0.316,5.92008468923587e-67
FSTL3,1.59600476230327e-71,0.310820987173382,0.444,0.342,6.15626916963241e-67
APEH,1.76981946444877e-71,0.174713952847931,0.245,0.15,6.82672462021824e-67
NPDC1,2.46641462219592e-71,0.193954914296721,0.197,0.107,9.51370112219631e-67
FAF1,2.71452553795611e-71,0.135968862657354,0.215,0.123,1.04707393575581e-66
CASK,2.89962364918792e-71,-0.231484501,0.189,0.328,1.11847183020126e-66
CSNK1G2,2.93977567392159e-71,0.193790771484508,0.319,0.219,1.13395967070178e-66
IFT20,3.02617789388746e-71,-0.43648598,0.497,0.601,1.16728759900921e-66
DHX36,4.71572537216507e-71,0.209838685913067,0.495,0.404,1.81899674780523e-66
FUS,5.63636909520428e-71,0.180879065386361,0.736,0.627,2.17411665109315e-66
VPS4A,5.98036878158144e-71,0.192125686010012,0.357,0.259,2.30680765011941e-66
MRPL2,6.08859360266961e-71,0.204719468713874,0.368,0.272,2.34855321035775e-66
TCP1,6.97016170107417e-71,0.21680471620793,0.553,0.475,2.68860047295534e-66
DDX46,7.05946106691436e-71,0.179787575222403,0.561,0.468,2.72304591734087e-66
TUSC3,7.73588930243588e-71,0.151021070893412,0.36,0.262,2.98396458062859e-66
C8orf82,8.36026177050727e-71,0.15510702281338,0.262,0.163,3.22480377273777e-66
BTN2A1,8.57133473112484e-71,0.146973147552875,0.229,0.136,3.30622094583678e-66
F10,9.01995659569682e-71,0.143587081984181,0.178,0.092,3.47926785765813e-66
KANSL1,1.07185248865343e-70,0.212344152901689,0.36,0.261,4.13445660448289e-66
BCOR,1.14968195637643e-70,0.146885374208413,0.171,0.089,4.43466821033082e-66
DDX3Y,1.22360275866933e-70,0.176515300455491,0.284,0.181,4.71980292101521e-66
NEK6,1.42619060650402e-70,-0.16213522,0.132,0.256,5.50124502646796e-66
EFEMP1,1.94047286468704e-70,-0.189612342,0.185,0.324,7.48498598095732e-66
MIF,2.74852271449632e-70,0.280724909260779,0.843,0.641,1.06018766666266e-65
BAALC,3.03476179312735e-70,-0.129112568,0.046,0.141,1.17059866646301e-65
KLC2,3.32401000844849e-70,0.112341387352475,0.166,0.084,1.28217038055884e-65
NME3,3.59211860821249e-70,0.11296361521626,0.681,0.594,1.3855879107458e-65
LDLR,3.96301683820719e-70,0.134776572904878,0.209,0.116,1.52865448500166e-65
CYHR1,4.70955502856386e-70,0.198952660901453,0.378,0.282,1.81661666116794e-65
SUN1,4.84023391709839e-70,0.24318274255944,0.336,0.239,1.86702342884236e-65
PSMA3-AS1,5.15990080789482e-70,0.205127364085422,0.303,0.204,1.99032853862927e-65
PABPC1,6.13027541960299e-70,0.248795825671845,0.862,0.695,2.36463113760346e-65
SGF29,6.36772194856382e-70,0.131240729884504,0.142,0.068,2.45622138721952e-65
CUEDC2,6.65528064944421e-70,0.210454516532581,0.538,0.458,2.56714140491012e-65
SPA17,7.8449666032749e-70,0.0962320682455587,0.112,0.047,3.02603896788123e-65
NFU1,8.29251865196988e-70,0.213298525063907,0.347,0.251,3.19867321962434e-65
SYMPK,8.96237181909293e-70,0.176841339883485,0.257,0.162,3.45705568177872e-65
HSPBP1,9.03617868674606e-70,0.163745253136283,0.213,0.124,3.48552520483856e-65
TMEM242,9.11501822008178e-70,0.15987696238216,0.353,0.256,3.51593597803214e-65
PAIP1,9.97323924145941e-70,0.188430868874095,0.432,0.34,3.84697757260814e-65
PEPD,1.00687303974637e-69,0.21299234147401,0.454,0.365,3.88381137621369e-65
CERT1,1.11321129252993e-69,-0.040699814,0.051,0.15,4.29398991867571e-65
DICER1,1.17010261116417e-69,0.249261819841138,0.405,0.314,4.51343680204357e-65
STON2,1.23732739595617e-69,-0.145227232,0.027,0.111,4.77274296442173e-65
MGAT5,1.32751415402533e-69,0.191864943893288,0.274,0.179,5.12062034632191e-65
POLR2K,1.37156057922935e-69,0.161772138256977,0.549,0.465,5.29052062226135e-65
FUNDC2,1.48701729352326e-69,0.211766569931599,0.562,0.486,5.73587180630726e-65
BMI1,1.50709569209449e-69,-0.130259484,0.179,0.318,5.81332021311607e-65
SNX6,1.60199087942649e-69,0.123002010979413,0.638,0.552,6.1793594192118e-65
LOXL2,1.75585620268402e-69,0.307292080558889,0.656,0.551,6.77286413061306e-65
MRPL35,2.125399590186e-69,0.164891717445917,0.307,0.21,8.19830383922447e-65
MIR193BHG,2.15463695219738e-69,-0.159089006,0.043,0.135,8.31108111571094e-65
IMMT,2.45544199656292e-69,0.184578446426162,0.349,0.254,9.47137641334214e-65
ALPL,2.87183354143645e-69,-0.103748808,0.032,0.118,1.10775235193828e-64
MIA2,3.34197234562214e-69,-0.245558146,0.185,0.32,1.28909899287683e-64
ASAP3,3.35068090127718e-69,-0.110349357,0.045,0.137,1.29245814404965e-64
MICU1,3.49523203690108e-69,-0.297151953,0.264,0.406,1.34821585359385e-64
ZNF428,5.00954295865882e-69,0.137120368578983,0.615,0.536,1.93233100544347e-64
IBTK,5.20803029706847e-69,-0.246093927,0.282,0.426,2.00889352648822e-64
DTX4,5.27048162346851e-69,0.10221780266602,0.108,0.044,2.03298287662051e-64
PIK3C2A,5.47404393719543e-69,0.202481879801378,0.282,0.188,2.11150296789439e-64
ABHD16A,6.23453401576965e-69,-0.043791543,0.042,0.136,2.40484680590283e-64
MAP9,6.536911559616e-69,0.206780302178562,0.311,0.215,2.52148289589068e-64
IFNGR1,6.79251122111968e-69,0.252725259447991,0.426,0.334,2.6200753533225e-64
TUBGCP2,7.61070206143446e-69,0.17781431035802,0.351,0.253,2.93567610615712e-64
PCDH18,7.72282332994192e-69,0.243996258463647,0.321,0.224,2.9789246430585e-64
ARPC5L,8.14113624571205e-69,0.142579567106547,0.432,0.348,3.14028048405851e-64
ZDHHC3,8.88664984913286e-69,0.186025234238784,0.323,0.226,3.42784744630602e-64
PDCD10,9.59767576083475e-69,0.178880330736283,0.476,0.392,3.70211147122679e-64
ICMT,1.08821190672315e-68,0.188944596117184,0.368,0.273,4.19755978780322e-64
CTSF,1.12781055451366e-68,0.218002782704811,0.486,0.385,4.35030365192555e-64
ST3GAL1,1.2175427690078e-68,0.197340260740121,0.208,0.122,4.69642772289379e-64
GALK1,1.27145389264236e-68,0.204009286489443,0.378,0.288,4.90437910008939e-64
ZNF37A,1.5021569775518e-68,0.212014184141762,0.236,0.146,5.79427010951055e-64
NIBAN2,1.52534221399761e-68,-0.018926991,0.076,0.188,5.883702522053e-64
SNX33,1.76704289372393e-68,0.170678583238282,0.208,0.12,6.81601455396131e-64
DAZAP2,1.77870668887769e-68,0.232278973343099,0.497,0.413,6.86100531100792e-64
ACO2,1.95494892986252e-68,0.188931496221552,0.319,0.226,7.54082450715871e-64
GART,2.19857910125124e-68,0.158131351121865,0.221,0.131,8.48057916725639e-64
ORMDL3,2.58345645914212e-68,-0.14208411,0.116,0.238,9.9651665998489e-64
KCTD3,2.85544064755169e-68,0.203155320829493,0.246,0.154,1.10142912098011e-63
MRPL38,2.94053182244602e-68,-0.033314123,0.068,0.175,1.1342513398721e-63
RPF2,3.34695999084555e-68,0.193715491275175,0.322,0.227,1.29102287726885e-63
BMP2,3.92865219754248e-68,0.118500659798116,0.151,0.074,1.51539901215806e-63
TSHZ2,4.2928381877336e-68,-0.319864817,0.214,0.346,1.65587647415448e-63
GLRX3,4.57283540212522e-68,0.239165480785041,0.449,0.368,1.76387979966176e-63
GMNN,4.76640174395847e-68,0.140689382226333,0.169,0.089,1.8385441446971e-63
RNF213,5.14575733668789e-68,0.267120009427443,0.427,0.336,1.98487297748062e-63
MX2,6.56335716537591e-68,0.227366730304833,0.235,0.143,2.53168375940045e-63
PI4KA,6.63086041801857e-68,0.16015389241908,0.208,0.121,2.5577217890423e-63
S100A7,6.74481593421381e-68,0.112722700466172,0.104,0.042,2.60167785030429e-63
BRD7,7.14543738721871e-68,0.168242676187167,0.414,0.317,2.75620956337187e-63
TXNDC17,7.14831537923095e-68,0.103089821458489,0.645,0.57,2.75731969123076e-63
TRIM16,7.52220434594344e-68,0.109713312,0.147,0.072,2.90153988236076e-63
PPP1R10,7.67247335558828e-68,0.170558633311277,0.338,0.236,2.95950314745107e-63
SMARCA4,7.9706338883356e-68,0.197904865222877,0.365,0.272,3.07451260974769e-63
MAP2K7,7.97282468266167e-68,0.16425361042529,0.216,0.127,3.07535766484309e-63
TCEA2,8.46574048155596e-68,0.142011814094375,0.402,0.302,3.26549007595058e-63
DUSP5,9.87983725979736e-68,0.0888934938175518,0.168,0.085,3.81094962622164e-63
SAFB2,1.00036475693162e-67,0.205169444258518,0.268,0.174,3.85870697691235e-63
ELK1,1.22697602821545e-67,0.144972904973126,0.25,0.158,4.73281463363544e-63
WDR18,1.30961591705376e-67,0.178308586542122,0.312,0.218,5.05158147685147e-63
ALDH2,1.51401606182519e-67,0.221099407975538,0.212,0.126,5.84001415527832e-63
RPS18,1.65286614212269e-67,0.265495206318833,0.998,0.985,6.37560057000987e-63
PRRC2B,1.70229871904377e-67,0.232456202189683,0.403,0.312,6.56627684896754e-63
ERO1B,1.70557724442554e-67,0.0981462590971954,0.1,0.04,6.57892310492262e-63
SSBP1,1.86953527443147e-67,0.0907476508319884,0.715,0.618,7.21135841406452e-63
RHOBTB1,2.12142099173663e-67,-0.116384895,0.109,0.226,8.1829571914257e-63
UTY,2.12893155807806e-67,0.0972492165847655,0.101,0.04,8.21192769897451e-63
TM7SF3,2.21635593907189e-67,0.120724868838791,0.156,0.079,8.54914976378201e-63
VPS29,2.33550410244615e-67,0.122069287445507,0.605,0.533,9.00873997436554e-63
TRABD,2.46719752969416e-67,0.171469086639585,0.272,0.178,9.5167210312893e-63
HSDL2,2.69972824380979e-67,0.169122467333261,0.215,0.128,1.04136617548475e-62
FAIM,2.80498625911651e-67,0.160819107127277,0.292,0.196,1.08196734972901e-62
TRIM38,2.82231939526825e-67,0.214662264767457,0.282,0.187,1.08865326033682e-62
UBR2,3.06716745664715e-67,0.182458739379305,0.253,0.16,1.1830985030525e-62
ATE1,3.51496300882876e-67,0.159273361290974,0.206,0.12,1.35582668139552e-62
PDIA3,3.63478526626828e-67,-0.39069362,0.771,0.783,1.40204572075766e-62
STXBP1,3.73425281409427e-67,0.132979702194708,0.165,0.086,1.44041333798058e-62
BABAM1,3.8673871360055e-67,0.225200963928931,0.417,0.331,1.4917672399714e-62
TET2,3.8935153928956e-67,0.146263032773108,0.185,0.102,1.50184569250162e-62
SMC1A,4.03621394768338e-67,0.213363725086527,0.333,0.239,1.55688880603991e-62
RNF135,5.41072624110972e-67,0.132787697341805,0.206,0.118,2.08707943298325e-62
THUMPD2,5.96110363310102e-67,-0.176510228,0.11,0.226,2.29937650439606e-62
ACADM,6.60491397851733e-67,-0.263555641,0.249,0.389,2.54771346893349e-62
AKIRIN1,7.20586715595672e-67,0.167100679261129,0.339,0.241,2.77951913806719e-62
YIPF4,7.77023193936041e-67,0.208899688085395,0.419,0.329,2.99721156596949e-62
DCAF7,9.67229901314322e-67,0.21604698761656,0.353,0.261,3.73089589833974e-62
NDUFA13,9.70008452821838e-67,-0.371762979,0.672,0.656,3.74161360506968e-62
SON,9.82204078476322e-67,0.192305096600343,0.785,0.676,3.78865579190672e-62
CYB5R1,1.51126591405711e-66,0.179726895493138,0.242,0.152,5.82940601029247e-62
PTGES3,1.56823026660484e-66,0.16031955938093,0.743,0.645,6.04913460737484e-62
HYOU1,1.57698658811512e-66,0.216251268960876,0.259,0.168,6.08291036633646e-62
NONO,1.81237381723575e-66,0.199713101203175,0.524,0.447,6.99086952522346e-62
ITGB1BP1,2.02929264841339e-66,0.174305545696592,0.605,0.53,7.82759053272495e-62
ARHGAP24,2.04143599583943e-66,0.174703820332821,0.318,0.219,7.87443106675142e-62
ZNF358,2.46716384221805e-66,0.20359284937173,0.406,0.308,9.51659108858769e-62
DIP2C,2.6429187829252e-66,-0.130308587,0.122,0.241,1.01945306213774e-61
ZNFX1,2.82206912986803e-66,0.232646535703281,0.282,0.19,1.08855672546399e-61
COX7C,4.3756531256322e-66,0.109505100697721,0.9,0.809,1.68782068015011e-61
C9orf78,4.80602330295426e-66,0.165930065757161,0.448,0.36,1.85382736864855e-61
NAA10,5.14283183585119e-66,0.154914631480238,0.575,0.5,1.98374452404288e-61
MRPS11,5.49759369811434e-66,0.18595628912902,0.413,0.328,2.12058681717365e-61
WASL,6.6567904778367e-66,0.227342325869062,0.484,0.407,2.56772379101595e-61
ATF4,6.74863176161898e-66,0.197614338199803,0.714,0.624,2.60314972940929e-61
CLN3,7.32909985691588e-66,-0.045007283,0.04,0.128,2.82705368780816e-61
SLC35B3,8.26695268298501e-66,-0.200982954,0.176,0.306,3.18881165840781e-61
GALNS,8.55533343978537e-66,-0.239150422,0.18,0.309,3.30004876772841e-61
MAPRE1,8.99354142626509e-66,0.183897365679401,0.447,0.364,3.46907873435323e-61
CHP1,1.2310779823703e-65,0.206147845432279,0.391,0.302,4.74863710139697e-61
LAMTOR2,1.31848529381806e-65,0.204837887459214,0.584,0.518,5.08579332384441e-61
THY1,1.4636623936658e-65,0.420808447321817,0.91,0.869,5.64578495108711e-61
MRPL43,1.52173480359864e-65,0.131882654982326,0.551,0.472,5.86978765792102e-61
DLGAP4,1.66985754763628e-65,0.216852332693326,0.493,0.413,6.44114151849743e-61
PAWR,2.00520275156835e-65,0.235793361828105,0.444,0.353,7.73466857362458e-61
LIMA1,2.01194148644202e-65,-0.394128617,0.644,0.691,7.76066189565279e-61
TMEM185A,2.29864438369597e-65,0.159879197224799,0.212,0.126,8.86656098123046e-61
COG6,2.30329902558044e-65,-0.166927359,0.143,0.265,8.88451533137142e-61
AATF,2.31971207931305e-65,0.176648611495937,0.284,0.193,8.94782540353423e-61
SH3BP5,3.31888392993506e-65,-0.267631374,0.351,0.511,1.28019309829385e-60
SNAP25,3.45085542679198e-65,-0.096695611,0.03,0.111,1.33109846377647e-60
FAM117A,3.99975204238148e-65,0.100195194899043,0.11,0.047,1.54282435530781e-60
