,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Scrn11,1.15782619470096e-15,0.314263030015254,0.114,0.031,2.30650556246379e-11,Schwann_Cell,Scrn1
Sostdc11,1.22266909387237e-15,0.46114450074234,0.224,0.089,2.43567910190316e-11,Schwann_Cell,Sostdc1
Zdhhc82,1.44085352919112e-15,0.69087000797675,0.267,0.127,2.87032431550163e-11,Schwann_Cell,Zdhhc8
Bag53,1.78275350111692e-15,0.66000421505101,0.285,0.14,3.55142324957501e-11,Schwann_Cell,Bag5
Mapk32,1.83545098233717e-15,0.814928773055582,0.445,0.292,3.65640190191387e-11,Schwann_Cell,Mapk3
Gid44,1.97301112937708e-15,0.629172775584918,0.249,0.115,3.93043547083209e-11,Schwann_Cell,Gid4
Eid12,2.84853952870526e-15,0.815992074960266,0.601,0.481,5.67457559513375e-11,Schwann_Cell,Eid1
Cdkn1a3,2.87267131094938e-15,0.774339896795126,0.804,0.708,5.72264851854226e-11,Schwann_Cell,Cdkn1a
Metrn2,3.13677472819547e-15,0.40950725848594,0.16,0.055,6.24876893603819e-11,Schwann_Cell,Metrn
Prkca3,3.2035255475487e-15,0.677108779416605,0.288,0.142,6.38174324327177e-11,Schwann_Cell,Prkca
Malat12,3.51808899296983e-15,0.289400159720595,0.975,0.953,7.0083850828952e-11,Schwann_Cell,Malat1
Zeb21,5.25112813883436e-15,0.438104817935805,0.815,0.652,1.04607723653719e-10,Schwann_Cell,Zeb2
Dusp18,5.47594278146381e-15,0.472243108076554,0.146,0.048,1.09086256149541e-10,Schwann_Cell,Dusp18
Nr2f22,5.7325989747328e-15,0.67186062582443,0.278,0.128,1.14199104175652e-10,Schwann_Cell,Nr2f2
Bcl7a2,7.17382805554744e-15,0.47263955579019,0.174,0.064,1.42909828694561e-10,Schwann_Cell,Bcl7a
Acot12,7.63255111229389e-15,0.584705414150673,0.224,0.095,1.52048050708007e-10,Schwann_Cell,Acot1
Col27a13,7.66023702174056e-15,0.778925440097067,0.249,0.112,1.52599581710094e-10,Schwann_Cell,Col27a1
Enpp41,1.07506725446046e-14,0.385542569285075,0.146,0.048,2.14164147761068e-10,Schwann_Cell,Enpp4
Ispd,1.24728266729217e-14,0.308154122480633,0.11,0.031,2.48471180151273e-10,Schwann_Cell,Ispd
Cdh61,1.31727289869596e-14,0.327876371379535,0.117,0.034,2.62413934149221e-10,Schwann_Cell,Cdh6
Rnf132,1.50087095144936e-14,0.822828735735712,0.399,0.251,2.98988502238227e-10,Schwann_Cell,Rnf13
Zfp276,1.64951486174286e-14,0.357426052466462,0.146,0.049,3.28599855607794e-10,Schwann_Cell,Zfp276
Kif3c,1.84714858318418e-14,0.382858883919847,0.125,0.038,3.6797046925612e-10,Schwann_Cell,Kif3c
Cux12,1.92241813190972e-14,0.622298741278433,0.523,0.365,3.82964916057735e-10,Schwann_Cell,Cux1
Ogn1,3.26120493205933e-14,0.52720059437347,0.189,0.071,6.49664634515539e-10,Schwann_Cell,Ogn
Ecscr1,3.35867862276572e-14,0.457517098934416,0.231,0.097,6.6908236844116e-10,Schwann_Cell,Ecscr
Arvcf,3.39325064042713e-14,0.433548860370202,0.125,0.038,6.75969460079489e-10,Schwann_Cell,Arvcf
Sh3bp52,3.41521975154382e-14,0.709442673910757,0.335,0.186,6.80345926705044e-10,Schwann_Cell,Sh3bp5
Mlf22,4.12542951324507e-14,0.724880446866313,0.473,0.342,8.21826813333551e-10,Schwann_Cell,Mlf2
Sgcb3,4.38133910356748e-14,0.590681657811765,0.263,0.132,8.72806562821678e-10,Schwann_Cell,Sgcb
D730003I15Rik,4.48143030639988e-14,0.503269231033447,0.132,0.042,8.9274573133792e-10,Schwann_Cell,D730003I15Rik
Tmcc32,4.85995216316489e-14,0.509707197022042,0.217,0.092,9.68151070424078e-10,Schwann_Cell,Tmcc3
Selenof3,5.49231329187285e-14,0.600815991185293,0.705,0.584,1.09412373087399e-09,Schwann_Cell,Selenof
Kat2b3,5.75412320209963e-14,0.689258944587765,0.302,0.162,1.14627888309027e-09,Schwann_Cell,Kat2b
Ahnak4,6.59882477687999e-14,0.354688463331377,0.932,0.789,1.31455188380226e-09,Schwann_Cell,Ahnak
Sec623,7.77391553869213e-14,0.632338858124624,0.658,0.547,1.54864171446286e-09,Schwann_Cell,Sec62
Fasn3,9.91193276195191e-14,0.59941649101097,0.299,0.159,1.97455612550844e-09,Schwann_Cell,Fasn
Dip2b2,1.55566226578907e-13,0.671791542285141,0.306,0.166,3.09903479967841e-09,Schwann_Cell,Dip2b
Kif1b3,1.96040732131053e-13,0.73808520252096,0.527,0.399,3.9053274247827e-09,Schwann_Cell,Kif1b
Cspg42,2.26050790905019e-13,0.588003813908127,0.263,0.127,4.50315780561888e-09,Schwann_Cell,Cspg4
Vamp51,2.27464382769867e-13,0.592480125638774,0.224,0.099,4.53131796915851e-09,Schwann_Cell,Vamp5
Clcn32,2.42607115271991e-13,0.54313460884506,0.274,0.136,4.83297634333334e-09,Schwann_Cell,Clcn3
B230219D22Rik3,3.65970828124509e-13,0.681091682716249,0.473,0.333,7.29050486706833e-09,Schwann_Cell,B230219D22Rik
Rdh52,3.87111358984824e-13,0.416739071147118,0.142,0.05,7.71164538233668e-09,Schwann_Cell,Rdh5
Klf132,3.98339222922566e-13,0.779559474014848,0.598,0.492,7.93531565984044e-09,Schwann_Cell,Klf13
Srgap23,4.45244848838525e-13,0.87499987766995,0.349,0.213,8.86972263371226e-09,Schwann_Cell,Srgap2
Cdc42ep11,4.72684704684586e-13,0.334481474618953,0.121,0.039,9.41635200202163e-09,Schwann_Cell,Cdc42ep1
Iqgap21,5.37291667638164e-13,0.717366002622313,0.21,0.092,1.07033873110199e-08,Schwann_Cell,Iqgap2
Slc25a13,5.48598401164363e-13,0.538145988458966,0.221,0.102,1.09286287495953e-08,Schwann_Cell,Slc25a1
Cyfip11,7.44108817217476e-13,0.738599368046569,0.48,0.349,1.48233917477893e-08,Schwann_Cell,Cyfip1
Clip22,9.36356819105851e-13,0.543509708039038,0.185,0.077,1.86531641934077e-08,Schwann_Cell,Clip2
Asap24,9.38538003199898e-13,0.619141009471783,0.281,0.151,1.86966155617452e-08,Schwann_Cell,Asap2
Abhd121,9.39465374414915e-13,0.713764056428603,0.281,0.153,1.87150897237195e-08,Schwann_Cell,Abhd12
Synm2,9.84992069839829e-13,0.701754875535164,0.181,0.073,1.96220270232792e-08,Schwann_Cell,Synm
Tjp22,1.34865542082905e-12,0.552537191493252,0.249,0.123,2.68665646383355e-08,Schwann_Cell,Tjp2
Sgce3,1.44703512679272e-12,0.549473095931969,0.27,0.141,2.88263867608378e-08,Schwann_Cell,Sgce
Tppp33,1.63148012530804e-12,1.18351521380279,0.381,0.24,3.25007155762615e-08,Schwann_Cell,Tppp3
Lamp12,1.78885090793121e-12,0.49017031448435,0.751,0.662,3.56356989368977e-08,Schwann_Cell,Lamp1
Dynlt34,2.59870875697205e-12,0.645178822500439,0.377,0.243,5.17688771476403e-08,Schwann_Cell,Dynlt3
Celf22,2.63716129501404e-12,0.646073824422149,0.459,0.311,5.25348901579748e-08,Schwann_Cell,Celf2
Ppp2r3a3,2.69723133567141e-12,0.624948421055437,0.285,0.153,5.37315454379101e-08,Schwann_Cell,Ppp2r3a
Sesn11,2.76972862239005e-12,0.696121211284094,0.192,0.084,5.51757638866322e-08,Schwann_Cell,Sesn1
Ccdc472,3.35269633310138e-12,0.715266375381126,0.427,0.296,6.67890636517126e-08,Schwann_Cell,Ccdc47
Eif5a21,3.67667321764021e-12,0.293741667881152,0.107,0.033,7.32430071686106e-08,Schwann_Cell,Eif5a2
Zfp6644,4.8150683329133e-12,0.621862986395839,0.349,0.214,9.59209762599659e-08,Schwann_Cell,Zfp664
Itm2b4,5.22616497547084e-12,0.352524845043586,0.872,0.783,1.04110432476355e-07,Schwann_Cell,Itm2b
Map1lc3a4,6.0954221951643e-12,0.689787791610488,0.562,0.442,1.21426905549868e-07,Schwann_Cell,Map1lc3a
mt-Atp83,7.51955110705344e-12,0.546444151726607,0.601,0.467,1.49796977603612e-07,Schwann_Cell,mt-Atp8
Purg1,7.64637479017576e-12,0.398746079509961,0.157,0.062,1.52323432195091e-07,Schwann_Cell,Purg
Cystm11,8.23731159972672e-12,0.374977369826576,0.224,0.103,1.64095484378156e-07,Schwann_Cell,Cystm1
Ifit21,8.51339548872997e-12,0.201951240009446,0.146,0.053,1.6959535153099e-07,Schwann_Cell,Ifit2
Zbtb382,8.81778043271533e-12,0.721069645171481,0.345,0.21,1.75659004000122e-07,Schwann_Cell,Zbtb38
Tax1bp33,9.42496747583621e-12,0.727971531300205,0.331,0.206,1.87754777086133e-07,Schwann_Cell,Tax1bp3
Tex22,9.84861145661188e-12,0.599579456578692,0.203,0.092,1.96194188827165e-07,Schwann_Cell,Tex2
Slc44a22,1.01628437978436e-11,0.564214116580007,0.299,0.167,2.02454011296843e-07,Schwann_Cell,Slc44a2
Las1l3,1.09201440276042e-11,0.681163361939834,0.278,0.154,2.17540189173902e-07,Schwann_Cell,Las1l
Cttnbp2nl2,1.15173441250939e-11,0.541887820449631,0.281,0.153,2.29437012315996e-07,Schwann_Cell,Cttnbp2nl
Zfyve212,1.34485851783286e-11,0.446011319889636,0.174,0.074,2.67909265337483e-07,Schwann_Cell,Zfyve21
Nol4l1,1.37860266100583e-11,0.402000747543967,0.142,0.053,2.74631436098971e-07,Schwann_Cell,Nol4l
Gsn1,1.43252647396e-11,0.155156022475384,0.712,0.576,2.85373598877572e-07,Schwann_Cell,Gsn
Comt2,1.54160980280475e-11,0.742786026555288,0.388,0.261,3.07104088816735e-07,Schwann_Cell,Comt
Cd2002,1.65612544726144e-11,0.713556108044587,0.331,0.192,3.29916750348951e-07,Schwann_Cell,Cd200
Pja22,1.68866728778073e-11,0.617211316089461,0.317,0.188,3.36399410398799e-07,Schwann_Cell,Pja2
Matn22,1.73523433712746e-11,1.07604153595361,0.267,0.145,3.4567603229916e-07,Schwann_Cell,Matn2
Ajap11,1.96117599848623e-11,0.446410656146523,0.107,0.034,3.90685870658441e-07,Schwann_Cell,Ajap1
Dusp83,2.00895438305086e-11,0.670455285135141,0.288,0.166,4.00203802647561e-07,Schwann_Cell,Dusp8
Hdgfl33,2.04595923759082e-11,0.630643387109609,0.313,0.186,4.07575539720466e-07,Schwann_Cell,Hdgfl3
Lcorl3,2.67483077344365e-11,0.707033323113737,0.342,0.209,5.32853038377709e-07,Schwann_Cell,Lcorl
Ktn14,2.77776083922698e-11,0.6468452528842,0.495,0.373,5.53357736782406e-07,Schwann_Cell,Ktn1
Lmna4,2.86582193605614e-11,0.614040520930279,0.826,0.755,5.70900387881743e-07,Schwann_Cell,Lmna
Utp112,3.59350487327065e-11,0.655444266688029,0.331,0.206,7.15862105804247e-07,Schwann_Cell,Utp11
Ssh12,3.89452546021171e-11,0.557905073855626,0.235,0.12,7.75828416928776e-07,Schwann_Cell,Ssh1
Col18a12,4.20590918025373e-11,0.805727374824157,0.327,0.193,8.37859167798346e-07,Schwann_Cell,Col18a1
Aplp24,4.30083028779955e-11,0.564652068942174,0.687,0.587,8.56768401632549e-07,Schwann_Cell,Aplp2
Mcam2,4.33012049939715e-11,0.583973529235779,0.249,0.123,8.62603304684907e-07,Schwann_Cell,Mcam
Gpx43,4.49881389976228e-11,0.497524087794418,0.719,0.613,8.96208716971644e-07,Schwann_Cell,Gpx4
Cav13,4.50851638712729e-11,0.749127710776002,0.441,0.304,8.98141549479627e-07,Schwann_Cell,Cav1
St3gal51,5.26366036389841e-11,0.398425729310714,0.16,0.065,1.0485737810922e-06,Schwann_Cell,St3gal5
Vgll32,5.27721947017462e-11,0.417080923954855,0.185,0.082,1.05127489065349e-06,Schwann_Cell,Vgll3
Ywhae3,5.76018133413429e-11,0.488519904439628,0.726,0.676,1.14748572357289e-06,Schwann_Cell,Ywhae
Tspan173,6.24055817739296e-11,0.53035030006199,0.27,0.152,1.24318159451845e-06,Schwann_Cell,Tspan17
Fstl33,6.84273875937709e-11,0.569439733038497,0.199,0.095,1.36314198825551e-06,Schwann_Cell,Fstl3
Slc9a3r22,8.70176822666062e-11,0.382262835447567,0.231,0.114,1.73347924843306e-06,Schwann_Cell,Slc9a3r2
Lgals13,9.1789315325392e-11,0.515016361870346,0.779,0.668,1.82853495059713e-06,Schwann_Cell,Lgals1
Arhgef124,9.39432241281518e-11,0.543553538002648,0.569,0.438,1.87144296785691e-06,Schwann_Cell,Arhgef12
Epn24,1.29737145186559e-10,0.572502562289534,0.288,0.167,2.58449366926143e-06,Schwann_Cell,Epn2
Chpt13,1.34685334024486e-10,0.706205672600234,0.32,0.202,2.68306653910178e-06,Schwann_Cell,Chpt1
Clasp22,1.41261329357507e-10,0.615525579470343,0.306,0.183,2.8140669421309e-06,Schwann_Cell,Clasp2
Psat11,1.44603745195586e-10,0.381801822871785,0.142,0.057,2.88065120804126e-06,Schwann_Cell,Psat1
H1f04,1.58029808359484e-10,0.660135443394134,0.331,0.206,3.14811181232928e-06,Schwann_Cell,H1f0
P3h21,1.61664242418959e-10,0.168873536285824,0.103,0.034,3.22051337322809e-06,Schwann_Cell,P3h2
Dock93,1.76526566612406e-10,0.652818288273684,0.263,0.147,3.51658573348575e-06,Schwann_Cell,Dock9
Slc6a83,2.10584865071931e-10,0.622117076514268,0.335,0.211,4.19506109709794e-06,Schwann_Cell,Slc6a8
Gria31,2.30961461776873e-10,0.344028625669137,0.121,0.044,4.60098328005708e-06,Schwann_Cell,Gria3
Gmfb1,2.35689588996851e-10,0.67297191902135,0.381,0.258,4.69517230240626e-06,Schwann_Cell,Gmfb
Sort12,2.43624977518548e-10,0.344805888167154,0.157,0.066,4.85325317714699e-06,Schwann_Cell,Sort1
Zcchc72,2.45528461075886e-10,0.716117208428256,0.37,0.249,4.89117247309272e-06,Schwann_Cell,Zcchc7
Trim443,2.49454530859132e-10,0.593795312096365,0.363,0.241,4.96938370924478e-06,Schwann_Cell,Trim44
Zfhx31,2.52898257824543e-10,0.520754535824318,0.288,0.164,5.03798619412273e-06,Schwann_Cell,Zfhx3
Mid23,2.54529297000167e-10,0.366159419692732,0.157,0.066,5.07047812554033e-06,Schwann_Cell,Mid2
Gpd21,2.98930735651859e-10,0.593707361849805,0.246,0.133,5.95499918492068e-06,Schwann_Cell,Gpd2
Ryk4,3.03880978369559e-10,0.599417452081983,0.445,0.315,6.05361297009999e-06,Schwann_Cell,Ryk
Tenm32,3.09894781973423e-10,0.416857143200284,0.178,0.081,6.17341395169257e-06,Schwann_Cell,Tenm3
Arhgef282,3.37077316977686e-10,0.324963377818724,0.146,0.06,6.71491723151248e-06,Schwann_Cell,Arhgef28
Igfbp52,3.58335704815812e-10,0.386054194433923,0.388,0.227,7.13840557563579e-06,Schwann_Cell,Igfbp5
Ttc32,3.90391142119902e-10,0.688746425487796,0.434,0.318,7.77698194217057e-06,Schwann_Cell,Ttc3
Msmo12,4.97489125238787e-10,0.717339940962286,0.274,0.157,9.91048086388187e-06,Schwann_Cell,Msmo1
Frzb1,5.95770774169046e-10,0.423297568742706,0.117,0.044,1.18683495922216e-05,Schwann_Cell,Frzb
Patz11,6.04946427120879e-10,0.266184146780393,0.117,0.043,1.2051137774675e-05,Schwann_Cell,Patz1
Col4a24,6.33819230621822e-10,0.359504814704365,0.502,0.34,1.26263128932173e-05,Schwann_Cell,Col4a2
Olfml2b2,6.71948048298869e-10,0.51487672983749,0.253,0.137,1.33858770701618e-05,Schwann_Cell,Olfml2b
Lama43,6.82967307911049e-10,0.490555826750512,0.331,0.201,1.3605391740896e-05,Schwann_Cell,Lama4
Sec11c1,6.90183092830277e-10,0.592345754232244,0.416,0.295,1.37491373922719e-05,Schwann_Cell,Sec11c
Zfp2192,8.80944654767062e-10,0.42833391613316,0.16,0.071,1.75492984676146e-05,Schwann_Cell,Zfp219
Hspa24,8.94149520095657e-10,0.528377256821726,0.302,0.184,1.78123525898256e-05,Schwann_Cell,Hspa2
Itgav2,9.14501377018416e-10,0.591438923413659,0.42,0.303,1.82177819315839e-05,Schwann_Cell,Itgav
Ehbp12,9.40620655880249e-10,0.526619253956228,0.217,0.113,1.87381040857904e-05,Schwann_Cell,Ehbp1
Thsd7a3,9.4302851916416e-10,0.600000227908923,0.221,0.114,1.87860711302692e-05,Schwann_Cell,Thsd7a
App2,1.01432915187483e-09,0.473775127148885,0.662,0.601,2.02064510344984e-05,Schwann_Cell,App
Sorbs22,1.11639510669613e-09,0.289342642477303,0.142,0.057,2.22397069204936e-05,Schwann_Cell,Sorbs2
Caskin22,1.27654428085648e-09,0.382011670001483,0.146,0.062,2.54300386189419e-05,Schwann_Cell,Caskin2
P2ry2,1.31169065311039e-09,0.340574074638521,0.11,0.04,2.61301895006121e-05,Schwann_Cell,P2ry2
Dock72,1.38646208683319e-09,0.562314319890487,0.335,0.217,2.76197112318039e-05,Schwann_Cell,Dock7
Hmgcs12,1.49222749915329e-09,0.958646405886237,0.445,0.338,2.97266640106327e-05,Schwann_Cell,Hmgcs1
Tuba1b4,1.49881723267067e-09,0.52292939152888,0.594,0.504,2.98579380920325e-05,Schwann_Cell,Tuba1b
Smarcd12,1.63798188685629e-09,0.408294196368759,0.196,0.097,3.26302371680641e-05,Schwann_Cell,Smarcd1
Parp32,1.97051872192849e-09,0.54267995956253,0.242,0.134,3.92547034595375e-05,Schwann_Cell,Parp3
Ick3,2.13134668850881e-09,0.433217633489832,0.199,0.099,4.24585573817841e-05,Schwann_Cell,Ick
P2rx71,2.38443993308291e-09,0.233600279138731,0.114,0.042,4.75004279069446e-05,Schwann_Cell,P2rx7
Alad2,2.58091877749299e-09,0.419140604638397,0.157,0.07,5.14144829664378e-05,Schwann_Cell,Alad
Rasl11b3,3.01712849824359e-09,0.45369409612725,0.171,0.08,6.01042168135105e-05,Schwann_Cell,Rasl11b
Arhgap311,3.16809538730331e-09,0.420762073923441,0.377,0.246,6.31116282104693e-05,Schwann_Cell,Arhgap31
1810037I17Rik2,3.40949986533561e-09,0.581029150043859,0.626,0.559,6.79206468173507e-05,Schwann_Cell,1810037I17Rik
Dnajc71,3.44645313843918e-09,0.703083561089373,0.367,0.265,6.86567929708469e-05,Schwann_Cell,Dnajc7
Arhgef91,3.51429475908447e-09,0.295174008557917,0.107,0.039,7.00082658957217e-05,Schwann_Cell,Arhgef9
Tprgl3,3.58287217105184e-09,0.562967126267978,0.452,0.345,7.13743965195237e-05,Schwann_Cell,Tprgl
Srebf12,3.76987431039052e-09,0.58118412845711,0.249,0.145,7.50996661372896e-05,Schwann_Cell,Srebf1
Tspan34,3.87980479726153e-09,0.58884957566488,0.448,0.338,7.7289591366247e-05,Schwann_Cell,Tspan3
2-Nov,4.12137364368321e-09,0.339571829923178,0.135,0.056,8.21018843558131e-05,Schwann_Cell,Nov
Me12,4.3413351552696e-09,0.383606686634514,0.171,0.081,8.64837376281258e-05,Schwann_Cell,Me1
Cavin33,4.36355986520568e-09,0.379029921337861,0.512,0.362,8.69264760747623e-05,Schwann_Cell,Cavin3
Cdc14a1,4.5684757676807e-09,0.445914121711156,0.185,0.09,9.10086057679673e-05,Schwann_Cell,Cdc14a
Cdh12,4.71935173280901e-09,0.349741522767008,0.132,0.053,9.40142058692882e-05,Schwann_Cell,Cdh1
Higd2a2,4.96933351657095e-09,0.612620636565897,0.456,0.374,9.899409298361e-05,Schwann_Cell,Higd2a
Olfml2a2,5.00634204127121e-09,0.395393318082114,0.142,0.061,9.97313398041638e-05,Schwann_Cell,Olfml2a
Cntln4,5.03721408697905e-09,0.602248624039506,0.238,0.136,0.00010034634182671,Schwann_Cell,Cntln
Akap72,5.07388211608182e-09,0.494387477386427,0.142,0.063,0.000101076805634466,Schwann_Cell,Akap7
Tm9sf32,5.08066949492204e-09,0.587515959456047,0.591,0.519,0.000101212017008342,Schwann_Cell,Tm9sf3
Chd62,5.49440399403401e-09,0.512465714811974,0.431,0.308,0.000109454021965151,Schwann_Cell,Chd6
Epdr11,5.73603623153621e-09,0.39470811026282,0.142,0.063,0.000114267577768433,Schwann_Cell,Epdr1
Eif11,5.84220615464707e-09,0.272261179311623,0.95,0.922,0.000116382588806724,Schwann_Cell,Eif1
Arhgap54,5.96339342088165e-09,0.638980466679773,0.452,0.35,0.000118796760337383,Schwann_Cell,Arhgap5
Pcyt22,6.15319301908504e-09,0.544799012638624,0.181,0.09,0.000122577758133193,Schwann_Cell,Pcyt2
Stard82,6.2512463199882e-09,0.246529565880773,0.117,0.045,0.000124531077940485,Schwann_Cell,Stard8
Cat3,6.99848916592964e-09,0.446261557098861,0.249,0.144,0.000139416902674484,Schwann_Cell,Cat
Cdh22,7.33791266307101e-09,0.315880508490609,0.121,0.048,0.000146178558161038,Schwann_Cell,Cdh2
Mllt31,7.57117689659721e-09,0.429882251902325,0.217,0.116,0.000150825414957113,Schwann_Cell,Mllt3
Akap93,7.71545605462101e-09,0.630607538238062,0.477,0.381,0.000153699600064105,Schwann_Cell,Akap9
Parva3,7.92612177246597e-09,0.571974137457345,0.302,0.192,0.000157896271829295,Schwann_Cell,Parva
Pcm13,8.07541469102822e-09,0.680588352898592,0.452,0.352,0.000160870336059973,Schwann_Cell,Pcm1
Foxp13,8.82020026260606e-09,0.403494978298479,0.438,0.299,0.000175707209431375,Schwann_Cell,Foxp1
Pdap14,9.13412292210895e-09,0.620017811794228,0.502,0.416,0.000181960862731332,Schwann_Cell,Pdap1
Clcn6,9.48125596481068e-09,0.219062538093295,0.11,0.042,0.000188876100074994,Schwann_Cell,Clcn6
Lrrn31,1.08634875756735e-08,0.238301070084355,0.1,0.036,0.000216411535994992,Schwann_Cell,Lrrn3
Tns32,1.09646871010018e-08,0.545732084836113,0.331,0.216,0.000218427531739056,Schwann_Cell,Tns3
Mtus12,1.38207728942337e-08,0.546529554018073,0.228,0.128,0.00027532361682603,Schwann_Cell,Mtus1
Zfp7062,1.41033056086399e-08,0.598273726984945,0.477,0.39,0.000280951951029715,Schwann_Cell,Zfp706
Nenf3,1.48127162882477e-08,0.497975152780366,0.53,0.411,0.000295084121178183,Schwann_Cell,Nenf
Eef1d4,1.5543382697189e-08,0.514836481836145,0.598,0.521,0.000309639726710701,Schwann_Cell,Eef1d
Prss121,1.56069385265891e-08,0.297139220299268,0.203,0.101,0.000310905822388181,Schwann_Cell,Prss12
Tfap2b2,1.69035692352476e-08,0.334669965275574,0.16,0.074,0.000336736002735368,Schwann_Cell,Tfap2b
Spop3,1.80797664587664e-08,0.567029864168267,0.53,0.452,0.000360167027625086,Schwann_Cell,Spop
Zcchc243,1.95671408161797e-08,0.503721397477776,0.302,0.197,0.000389797012199116,Schwann_Cell,Zcchc24
Vsig102,1.97395253693401e-08,0.447734690860302,0.135,0.06,0.000393231084882623,Schwann_Cell,Vsig10
Scarb21,2.21275086200269e-08,0.584982603570335,0.427,0.324,0.000440802099219557,Schwann_Cell,Scarb2
Snrnp701,2.2891235229543e-08,0.536322240971295,0.669,0.625,0.000456016297007726,Schwann_Cell,Snrnp70
Mtmr22,2.42067649206398e-08,0.462221455238598,0.206,0.113,0.000482222963984066,Schwann_Cell,Mtmr2
Mat2a2,2.45560605398016e-08,0.495549305605577,0.658,0.571,0.000489181282013389,Schwann_Cell,Mat2a
Celsr22,2.50133539053463e-08,0.28576373210384,0.135,0.058,0.000498291023148403,Schwann_Cell,Celsr2
Gm15417,2.57403636549061e-08,0.28464294336014,0.132,0.057,0.000512773784369384,Schwann_Cell,Gm15417
Irf2bpl4,2.9173226046394e-08,0.580178977275982,0.367,0.264,0.000581159836070215,Schwann_Cell,Irf2bpl
Mios,3.30414772032845e-08,0.341633609435081,0.117,0.048,0.00065821926736663,Schwann_Cell,Mios
Pebp12,3.31831564652627e-08,0.504129604678702,0.598,0.502,0.000661041659944498,Schwann_Cell,Pebp1
Col16a12,3.40539975069156e-08,0.634787758513492,0.367,0.256,0.000678389684335265,Schwann_Cell,Col16a1
Npepl12,3.41318053956654e-08,0.543631034663979,0.224,0.131,0.000679939695287051,Schwann_Cell,Npepl1
Cdc37l12,3.76958925368314e-08,0.531454627244515,0.406,0.298,0.000750939875226219,Schwann_Cell,Cdc37l1
Anks1,4.17684259629591e-08,0.390406242651652,0.174,0.087,0.000832068813608108,Schwann_Cell,Anks1
Srsf51,4.59385898048838e-08,0.519195572214217,0.708,0.668,0.00091514264750309,Schwann_Cell,Srsf5
Snhg20,4.7039828007117e-08,0.284378805440832,0.114,0.046,0.000937080413729778,Schwann_Cell,Snhg20
Dock15,5.13859822315781e-08,0.512120677313072,0.292,0.188,0.00102366015203527,Schwann_Cell,Dock1
Zfp608,5.18953033908192e-08,0.486328749630304,0.274,0.168,0.00103380633884851,Schwann_Cell,Zfp608
Gkap13,5.23228537773312e-08,0.585876620158998,0.292,0.191,0.00104232357009822,Schwann_Cell,Gkap1
Retreg1,5.26149179762042e-08,0.256823539548414,0.299,0.175,0.00104814178100396,Schwann_Cell,Retreg1
Snapin3,5.36189348599095e-08,0.454872880013318,0.249,0.15,0.00106814280134426,Schwann_Cell,Snapin
Galnt172,6.24028323546253e-08,0.392560422081003,0.125,0.054,0.00124312682333649,Schwann_Cell,Galnt17
Pink13,6.27255663104653e-08,0.573838515415929,0.313,0.213,0.00124955600647078,Schwann_Cell,Pink1
Hmgxb42,6.458366247943e-08,0.410502404257379,0.171,0.088,0.00128657114025272,Schwann_Cell,Hmgxb4
Tmem106b3,6.61821955404758e-08,0.496952523039001,0.295,0.197,0.00131841551736182,Schwann_Cell,Tmem106b
Rhot12,6.86669328738814e-08,0.593491464679857,0.231,0.137,0.00136791396978059,Schwann_Cell,Rhot1
Sptssa2,7.54241272463944e-08,0.439765101116973,0.438,0.336,0.00150252403887542,Schwann_Cell,Sptssa
